albanian_title,english_title
Praktike ne Njesine e Sistemeve Mbeshtetese te Biznesit,Practice in the Business Support Systems Unit
Asistent Ligjor,Legal Assistant
Puntore ne Depo,Workshop in the Depot
Lojtar,Player
PUNETOR NE DEPO,WAREHOUSE WORKER
Pergjegjes per dorezim dhe pranimin e veturave,Responsible for delivery and acceptance of cars
Ndihmse edukatore,Educational assistant
Pepperoni Pizza sh.p.k.,Pepperoni Pizza sh.p.k.
Punetor ne suvatim,Plastering worker
Agjent Doganor,Customs Agent
Sektroriste ne Butik,Department store in Boutique
Hulumtues ne fushen e politikave sociale,Researcher in the field of social policies
Shitese fizike 14,Physical seller 14
SHITESE NE FURRE,BAKE SALE
Adimistrator,Administrator
Shitese ne lulishte,Seller in the flower garden
Punetor ne vendpunishte,Worker in the workplace
Marssiano SH.P.K.,Marsiano SH.P.K.
Menaxhere e Rjeteve Sociale,Manager of Social Networks
Kerkohet nje punetore SKARIST,A SKARIST worker is wanted
Butiku MORINA B.I,Boutique MORINA B.I
Kerkon nje Delivery,Looking for a Delivery
Teknik per gjeodezi,Geodesy technician
Agjene shitje,Sales agent
Shtepiak,indoor
Elektricist/Teknik per instalime elektrike dhe Sisteme te Sigurise,Electrician/Technician for electrical installations and Security Systems
Administrator ne zyre,Administrator in the office
Farmacist Pergjegjese,Responsible Pharmacist
Puntor per suvatim,Plastering contractor
Administrate & HR,Administration & HR
Brumer,pasta
Puntor murator,Mason worker
Punonjese per shitjen e pumave me pakic,Employee for the sale of pumas at retail
Dergues Malli,Freight forwarder
Asistente e programimit,Programming assistant
Referente juridike,Legal references
Financier Teknike kontabilitet,Financial Technical accounting
Ndihmes Monter per Hidrosanitari,Assistant fitter for hydrosanitary
Supermarket Dina-R (Sektoriste dhe Arkatare),Dina-R Supermarket (Department and Cashier)
Punetor per Instalime Elektrike,Worker for Electrical Installations
Punime suvatim,Plastering works
Tropikal NPT,Tropical NPT
Kerkese per Administrator,Request for Administrator
Zyrtar per Mbledhjen e Borxheve,Debt Collection Officer
Punetor ne prodhimin dhe montimin e mobilerive,Worker in the production and assembly of furniture
Shites ne pemtari,For sale in the orchard
Autolarje,Car wash
ndihmes kuzhine,kitchen helper
Asistent i klienteve,Customer assistant
Montues Reklamash ne Teren,Field Advertising Assembler
Punetor sektori,Sector worker
Teknik i Radiologjise,Radiology technician
Pizza man,Pizza man
zyrtare ligjore,legal official
Punetor ne prodhimin dhe montimin e mobileve,Worker in the production and assembly of furniture
Admistrate,Administrator
Perpunes druri,Woodworker
Konkurs - asistent administrativ,Competition - administrative assistant
juriste,jurists
Asistent i kontabilitet,Accounting assistant
Ndihmse e kontabilistit,Accountant's assistant
Punetor per fasada strukturale,Worker for structural facades
Grimere / Stiliste per floke,Make-up artist / Hair stylist
Fasadist,Facadeist
Teknike e stomatlogjise,Stomatological technique
Payment Processor,Payment Processor
PUNETOR NE LLAMARINE,SHEET METAL WORKER
Grinere,Grinner
Punonjes ne shitje ne showroom,Sales employee in the showroom
Ndihmese per Parukeri,Assistant for Hairdressing
TEKNIKE E FARMACIS,PHARMACY TECHNIQUE
Shitje/Depoist,Sales/Depotist
Lojtare e hendbollit,Handball player
Mirembajtes-e,Well done
Praktike ne Administrate / Financa me mundesi punesimi te perhershem,Internship in Administration / Finance with the possibility of permanent employment
Ligjerues per Gjuhes Gjermane,German Language Lecturer
Ndihmes Mjeshtri,Assistant Master
Profesoresh,professor
Fizioterapiste,Physiotherapist
Vipros Market - Sektorist 2025,Vipros Market - Sectorist 2025
Teknik te Kontabiliteti,Accounting technician
Montues i perdeve,Curtain fitter
Ndihmese arkitekte,Assistant architect
Asistente ne prodhim,Production assistant
Social media menager,Social media manager
Asistent i shitjes online,Online sales assistant
Kerkojm Punetor ndihmes,We are looking for a help worker
Asistente ligjore,Legal assistant
NGJYROSES,dye
Autocolormemi,Autocolormem
Zyrtare per administrate,Administration officer
Menaxher i Ndrrimit,Change Manager
Puntore - Arkatare,Clerk - Cashier
Teknik per Gjeodezi,Technician for Geodesy
Fotograf / Xhirues,Photographer / Videographer
asistent stomatologjik,dental assistant
Agjemt i shitjes,Days of sale
Ndimes rrobaqepese,Half a seamstress
Praktikante ne administrate,Intern in administration
Kasap,Butcher
Menaxher ne shitje,Sales manager
ASISTENT TE SHITJES,SALES ASSISTANT
Shitese/Ndihmese Administrative,Salesperson/Administrative Assistant
Arkatare-Shitese,Cashier-Sales
Punetor ne kopshte,Worker in gardens
ylli mb design,star mb design
Praktikant ne Departmentin Teknik,Intern in the Technical Department
Social Media,Social Media
Menaxher i mediave sociale,Social media manager
Metalpunues,Metalworker
Asistente e stomatologjise,Dental assistant
Kerkohet puntor per poziten Fotokopjimi - pergatitja e dokumenteve dhe aktivitetet e tjera te specializuara mbeshtetese per zyra,We are looking for an employee for the position Photocopying - document preparation and other specialized office support activities
MIKEPRITESE,welcoming
BANAKIER,bartender
Shitese - Sektoriste ne market,Saleswoman - Sectorist in the market
Ndihmes ne Fabrike,Factory helper
Kuzhinjer,Cook
Administrator - re,Administrator - re
Mjek Veteriner,Veterinary Doctor
Menaxher i Rrjeteve Sociale – Programi Veror Bardha & Logiscool (Dardania dhe Aktash),Social Network Manager – Bardha & Logiscool Summer Program (Dardania and Aktash)
Praktik ne administrate,Practice in administration
Elektriciste,electricians
Puntor per mobileri,Furniture maker
Globeds,Globes
Asistent/Asistente ne kontabilitet,Assistant in accounting
Punonjese ne qender estetike,Employee at an aesthetic center
Perpunues Plastike-Alumini,Plastic-Aluminum Processing
ARKATARE/SEKTORISTE,TREASURER/SECTORIST
Mjeshter per hidroizolime & Punetore ndihmes,Master for waterproofing & auxiliary workshop
Arkatar - Sektorist,Cashier - Sectarian
RRM ACCOUNTING L.L.C.,RRM ACCOUNTING L.L.C.
Edukatore 3-6,Educator 3-6
Brand Menaxher,Brand Manager
rrobaqepese/dizajnere,dressmaker/designer
Teknik Praktikant ne Terren per Montimin e Ssistemeve fotovoltaiike,Intern Technician in the Field for the Assembly of Photovoltaic Systems
Marrja dhe dhenia me qira (lizingu) i veturave dhe automjeteve te lehta motorike,Renting and renting (leasing) of cars and light motor vehicles
Gastronomi - Kamarier-Sherbyes,Gastronomy - Waiter-Servant
Fizioterapeute - Infermiere,Physiotherapist - Nurse
Kerkohet puntore per aktivitetet e keshillimeve kompjuterike,Job wanted for computer consulting activities
auto larje,car wash
Merchandiser,Merchandiser
Puntore ne Lokal,Office in the premises
Agjent i Thirrjeve,Call Agent
Menaxhere per rrjete sociale,Manager for social networks
Mirembajtese e lokalit,Housekeeper
Ndihmes Menaxher,Assistant Manager
Asisten administrativ,Administrative assistant
Shitese ne Butik,Shop assistant
Agjente e Shitjeve,Sales Agent
Ndihmes ne instalimin e kamerave,Help in installing cameras
Asistent e Kontabilitetit,Accounting Assistant
Shites ne Pompe,For sale in Pompe
Monter ne Teren,Field fitter
NDIHMES MONTER,ASSISTED ASSEMBLY
Puntore ne Butik,Office in the Boutique
Kuzhinier/Picamen/Ndihmes,Cook/Picamen/Helper
Agjend i thirrjeve,Call log
Agjent tregar,Market agent
Puntore per Make up,Makeup shop
Asistent ne Administrat,Assistant in Administration
Praktikant ne Burime Njerezore,Intern in Human Resources
Mirembajtes/pastrues i hapsirave te brendshme,Maintainer/cleaner of interior spaces
ARKATAR/ SEKTORIST,TREASURER/ SECTORIST
Mirembajtes i hapsirave te jashtme,Maintenance of outdoor spaces
Zyrtare per kujdes ndaj klienteve dhe hulumtim tregu,Customer care and market research officer
Shofer per delivery,Delivery driver
Hostess,Hostess
Tek/ Farmacise,At/ Pharmacies
Arkatar-Pergjegjes i deges,Cashier-In-charge of the branch
Arkara-Pergjegjes i deges,Arkara-In charge of the branch
Arkata-Pergjegjes i deges,Arkata-In charge of the branch
Punetore e Make-Up Nails Brows,Make-Up Nails Brows Workshop
Analist i sitemeve,Systems analyst
Kuzhinjere,Cook
Call Agent,Call Agent
Ndihmes ne puntori per mekanik,Assistant in the workshop for mechanics
Zyrtare,OFFiCiaL
Asistente ne zyre,Office assistant
Stiliste e Thonjeve,Nail stylist
Shitje -Konsultime,Sales - Consulting
Test,Test
Vend i lire pune per poziten e kamarierit.,Vacancy for the position of waiter.
Zyra Noteriale Elona Resyli Bakija B.I,Notary Office Elona Resyli Bakija B.I
Vend i lire pune per ndihmes kamarier,Vacancy for assistant waiter
Ndihmes Zdrukthetari,Assistant Carpenter
Vend i lire pune per ndihmes kuzhinier.,Vacancy for assistant cook.
Punetor ne parking,Worker in the parking lot
Trajner,coach
Ndihmes trajner i grupmoshave te reja U7 U9 U11 U13 U15,Assistant coach of the new age groups U7 U9 U11 U13 U15
Juridik,legal
Asistent mentor,Assistant mentor
MAKE UP,MAKEUP
Edukatore per grupmoshen 0-3 vjec,Educator for the age group 0-3 years
Punetor per restaurant,Restaurant worker
Punetor per leshimin/pranimin e veturave me qera,Worker for the release/acceptance of rental cars
SHITES/SHITESE,SELLER
Teknik te printereve,Printer technician
Agjente e shitjes se biletave dhe aranzhmaneve,Agent of ticket sales and arrangements
Kamarier/shankist,Waiter/bartender
Asistent i rrobaqepeses,Dressmaker's assistant
Dream Caffe,Dream Cafe
Kamarier - Shankist,Waiter - bartender
ASISTENT ADMINISTRATE,ADMINISTRATIVE ASSISTANT
Bashkepuntor ne zyren e noterit,Associate in the notary's office
2 pozita: Shites dhe pergjegjes per publikimin e produkteve elektronike ne rrjetet sociale,2 positions: Seller and responsible for the publication of electronic products on social networks
Punetor/ praktikant,Worker/intern
Bashkepunetor profesional,Professional associate
ASISTENTE E SHITJES NE DYQAN,SALES ASSISTANT IN THE STORE
Shites ne Premium GI Shpk,Seller at Premium GI Shpk
Fuad Musljija B.I.,Fuad Musljija B.I.
Shites me porosi online,Sold by order online
PUNTORE NDERTIMATARI,CONSTRUCTION WORKSHOP
Puntor ne Rent a Car,Worker at Rent a Car
PUNETOR NE NDERTIM,WORKER IN CONSTRUCTION
ARKATAR/SEKTOR,TREASURER/SECTOR
PUNETOR TEKNIK,TECHNICAL WORKER
Praktikante-asistente,Trainee-assistant
Teknik administrativ dhe IT,Administrative and IT technician
MOLER/FASADER,PAINTER/FACADE
Frizer per meshkuj,Hairdresser for men
Asistente per femije,Assistant for children
kuzhinjer,cook
KUZHINJER,COOK
Kamarie/Shankist,Waiter/Sanchist
Kerkoje Puntore,Search for jobs
Kerkoje Punetore,Looking for a Worker
Kerkoje Grimere,Look for Grimere
Asistente e Stomatologut,Dentist's Assistant
Punetor ndihmes,Auxiliary worker
Koordinatore Operacionale,Operational Coordinator
Ndihmes Monter,Assistant Fitter
Zyrtar per makreting dhe shitje,Marketing and sales officer
Asistent ne instrumente,Assistant in instruments
Adminstrator-re ne RIK,Administrator at RIK
shitse,shot
Pizzaman,Pizzaman
Punetor Social per fokus-grupe dhe keshillim social,Social Worker for focus groups and social counseling
Make Up,Make up
Ndihmes ne puntori,Help in the workplace
Ndimes kamarier,Part waiter
Asitente administrative,Administrative assistant
Agjente Udhetimesh,Travel Agents
KAMARIER - SKARIST,WAITER - SCARIST
Anetar Ekipi,Team Member
Customer Support,Customer Support
Sektoriste ne Butik,Sectorist in the Boutique
Ndihmese ne kuzhine,Help in the kitchen
Kerkoj puntor,I am looking for a worker
Administrator i Patudendshmerive,Property Administrator
Agjend I Shitjes,Sales Agenda
Ndihms shanku,"Help, man"
Zyrtar i shitjes,Sales Officer
Teknik I ashensoreve,Elevator technician
Agjent i logjistikes,Logistics agent
Asistent ne recepsion,Assistant at the reception
Edukatore / Moter Edukatore,Educator / Mother Educator
SHites,seller
Bashkepunetor ligjor,Legal associate
Asistente Adminsitrative,Administrative Assistant
Frizere dhe Manykyr,Frizere and Manykyr
KONTABILIST NE ZYRE,ACCOUNTANT IN THE OFFICE
Gjuhe Gjermane A1 B1 C2,German language A1 B1 C2
Asistene edukatore,Educational assistant
Kerkoje punetore ne Grim dhe Floke,Looking for a worker in Makeup and Hair
MONTER,ASSEMBLY
Skicuese 2,Sketcher 2
Punetor ne Logjistike,Worker in Logistics
Shites - Shites ambulantiv,Salesman - Traveling salesman
Teknik stomatologjik,Dental technician
Argjentar,Silversmith
Fizioterapist / Fizioterapiste,Physiotherapist / Physiotherapist
Kerkohet pune ne ndertim kryresisht rregullimi i kopshteve dhe oborreve te ndryshme,"Construction work is required, mainly the arrangement of gardens and various yards"
Shites ne furre,Sold in the oven
Zdruktar,Carpenter
Zyrtar ne Sherbimin Studentor,Student Service Officer
Manicur,Manicured
Praktikant ne Biblioteke - Kolegji Heimerer,Intern in the Library - Heimerer College
Stone qeramike,Ceramic stone
Higjienist & Pastrimtar,Hygienist & Cleaner
Mesimdhenes i Gjuhes Gjerman,German Language Medium
Konsulente e shitjes,Sales consultant
Vozites dhe paketues,Driver and packer
Shites (arkatar),salesman (cashier)
TE MAJDA SH.P.K.,TE MAJDA SH.P.K.
PUNTORE NE FABRIKE,FACTORY WORKERS
Asistent Dentar i Kualifikuar per Kliniken Tone,Qualified Dental Assistant for our Clinic
Konkurs pune-Asistente Dentare/Infermiere ne WeissDent klinika,Job competition - Dental Assistant/Nurse at WeissDent clinic
Nenpunes per Kontabilitet dhe mbajten e librave,Clerk for Accounting and Bookkeeping
Shitese ne showroom,Salesperson in the showroom
Punetore ne dyqan,Shop worker
Monter per kamera,Camera mount
Punetor suvatimi,Plastering worker
Lektor/lektore,Lecturer
Zyrtar administrativ,Administrative officer
Puntor i instalimeve elektrike,Electrician
Asistent ne zyre te Avokatit,Assistant in the Lawyer's office
Zyrtar Financiar,Financial Officer
Zyrtar per administrate,Administration officer
Puntor shites,Worker for sale
ZYRTAR I IT,OFFICIAL OF IT
Prestare,Waitress
Sallon Ondulimi HANA,HANA Wave Salon
Inxhinier Ndertimi - Konstruktiv,Construction Engineer - Constructive
Dizajn dhe htypje,Design and printing
Editore e fotografive,Photo editor
Shites ne piken tone te shitjes,Sold at our point of sale
Menaxher Dyqani,Store Manager
Asistent te Shitjes / Shites me Pakice (2 pozita),Sales Assistant / Retailer (2 positions)
TEKNIK LABORATORI,LABORATORY TECHNICIAN
Ndihmese infermiere,Nursing assistant
Asistent Financiare,Financial Assistant
Punetor ne prodhimin e dyerve dhe dritareve nga plastika,Worker in the production of doors and windows from plastic
eddiebijouterie shpk,eddiebijouterie shpk
Konsulente e Shitjes,Sales Consultant
bahrije ahmerti b.i.,bahrije ahmerti b.i.
MIRMBAJTES .,MAINTENANCE .
recepsioniste,receptionist
Ndihmes Adimistrativ,Administrative Assistant
SHITES I DERIVATEVE DELIVER SHANKIST ARKATAR,DERIVATIVES DEALER DELIVERY CHANKIST CASHIER
Program Praktike,Practical Program
arkatare per market,market cashier
Arkatare/Sistemuese,Cashier/Systemizer
Barist dhe Kamarier,Bartender and Waiter
Asistente infermiere,Nursing assistant
Asistent/Asistente Administrative,Administrative Assistant
Shitese e produkteve te IPKO-s,Seller of IPKO products
Aziz Ajvazi B.I,Aziz Ajvazi B.I
Thirrje per Aplikim – Sherbime Mirembajtjeje per Zyren Sky Line,Call for Applications – Maintenance Services for Sky Line Office
Shites/Administrate,Sales/Administration
Magaziner,Storekeeper
Zyrtare per Administrate,Administration Officer
Punetor ne prodhimin e mobiljeve,Worker in the production of furniture
Mobileria Vali Design SH.P.K.,Mobileria Vali Design SH.P.K.
frizere,hairdressing
Koordinatore e aktiviteteve per te rinj,Coordinator of activities for young people
ekonomist,economist
Technical Support,Technical Support
Rrobaqepese e perdeve - Salloni i Perdeve Ermira Brillant,Curtain tailor - Ermira Brillant Curtain Salon
Hapet pozita ne zyren noteriale,There is a position in the notary office
Punetor per punime me kubeza betoni,Worker for works with concrete domes
AGJENT I SHTIJES,SHIPPING AGENT
Shitja e Akulloreve,Selling Ice Cream
Geene Pharm imb L.L.C.,Geene Pharm imb L.L.C.
Robaqepese,a tailor
Ass.Administrate,Ass. Administration
Asistet ne ordinanc,Assists in the ordinance
Frizere per femra dhe parukeri,Women's hairdressers and hairdressers
Pergjegjes Operacional ne Qendren e Padelit,Operational Manager at the Padel Center
Shitrese,Seller
Kamrjer,Waiter
Puntore ne Shank,Worker in Shank
Shites/se-Rrjetet sociale,Sell/Se-Social Networks
Asistent-e Administrative,Administrative Assistant
Punonjes ne fabrike per perpunim te mobileve shtepiake,Workers in the factory for the processing of household furniture
Arkatare/Sistemues,Cashier/Systemer
Shites – Dyqan & Online,For Sale – Store & Online
Shitese dhe sektoriste,Seller and sectorist
Infermiere (asistente stomatologjis),Nurse (dental assistant)
Shperndares Malli 2,Merchandise Distributor 2
Asistent Kontabel,Assistant Accountant
Administrator i Biznesit,Business Administrator
Teknike per thonj,Nail technique
Maxirol,Maxirol
Asistent i Fizioterapis,Physiotherapy Assistant
Puntor ne PhotoCopu,Worker at PhotoCopu
Mirembatjes aparteve,Apartment maintenance
Punetor Ndimes Fasader,Worker Ndimes Fasader
